ok_resources,num_resources,id,name,maintainer
1,1,a53d2efe-7871-43f2-8410-663d0a54001f,02-bve-crebo-beroepsopleidingen-ministerie-van-eli-2010-2011-ministerie-van-ocw,"http://standaarden.overheid.nl/owms/terms/Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap"
1,1,cb8c750c-5cf7-4573-87de-b3c6e1a3bfd9,02-ho-aantal-wo-inschrijvingen-en-ingeschrevenen-binnen-domein-soort-ho--ministerie-van-ocw,"http://standaarden.overheid.nl/owms/terms/Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap"
1,1,8f3bce0e-b653-4723-938c-aa358d0a8ff2,02-ho-adressen-pabo-instellingen--ministerie-van-ocw,"http://standaarden.overheid.nl/owms/terms/Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap"
2,2,2610f87b-4fb0-4648-9ca0-f982e3a4da68,02-po-hoofdvestigingen-speciaal-basisonderwijs--ministerie-van-ocw,http://standaarden.overheid.nl/owms/terms/Dienst_Uitvoering_Onderwijs
1,1,eeaf687d-5be6-4cb8-aac2-702487c97cc7,02-po-leerlingen-basisonderwijs-naar-leeftijd-ministerie-van-ocw,http://standaarden.overheid.nl/owms/terms/Dienst_Uitvoering_Onderwijs
1,1,6cd48100-6fdd-4d7d-b3b5-2cb653dc187b,02-po-onderwijspersoneel-in-aantal-fte--ministerie-van-ocw,http://standaarden.overheid.nl/owms/terms/Dienst_Uitvoering_Onderwijs
2,2,792a3cd3-5e01-4209-9960-e8f58f852c58,02-vo-adressen-alle-vestigingen--ministerie-van-ocw,"http://standaarden.overheid.nl/owms/terms/Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap"
1,1,2db7204c-42f4-4243-88bc-c7bbffbf75e5,02-vo-onderwijspersoneel-in-aantal-fte--ministerie-van-ocw,"http://standaarden.overheid.nl/owms/terms/Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap"
1,1,f387e21e-a778-44c0-8236-437c2312595f,03-ho-aantal-hbo-ingeschrevenen-naar-opleidingsvorm-binnen-domein-soort-ho--ministerie-van-ocw,"http://standaarden.overheid.nl/owms/terms/Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap"
1,1,1fbd3b9d-97bd-4258-ae37-6e4b981fdaaa,03-ho-adressen-bevoegde-gezagen--ministerie-van-ocw,"http://standaarden.overheid.nl/owms/terms/Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap"
2,2,90a1709e-31e7-4e93-aaef-1796fe3610ae,03-po-alle-vestigingen-basisonderwijs-ministerie-van-ocw,http://standaarden.overheid.nl/owms/terms/Dienst_Uitvoering_Onderwijs
2,2,e0ad70ed-a957-4a30-b49d-86e41683e4ad,03-po-leerlingen-basisonderwijs-naar-gewicht-en-leeftijd-ministerie-van-ocw,http://standaarden.overheid.nl/owms/terms/Dienst_Uitvoering_Onderwijs
2,2,87766b35-197b-47ae-90a2-8f4e9c358b81,03-vo-adressen-bevoegde-gezagen--ministerie-van-ocw,"http://standaarden.overheid.nl/owms/terms/Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap"
1,1,23a20154-c368-45e8-99d5-2d3108833b05,03-vo-leerlingen-per-vestiging-en-bevoegd-gezag-vavo-apart--ministerie-van-ocw,"http://standaarden.overheid.nl/owms/terms/Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap"
1,1,fc3fd3be-ec36-4890-8eb9-338906e6a50a,04-ho-aantal-wo-ingeschrevenen-naar-opleidingsvorm-binnen-domein-soort-ho--ministerie-van-ocw,"http://standaarden.overheid.nl/owms/terms/Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap"
2,2,6cd7505f-1052-415c-8483-a6bca8e3d8b9,04-po-alle-vestigingen-speciaal-basisonderwijs-ministerie-van-ocw,http://standaarden.overheid.nl/owms/terms/Dienst_Uitvoering_Onderwijs
2,2,4b2fb7c2-65c2-4cac-858a-a2525725134e,04-po-leerlingen-speciaal-onderwijs-naar-cluster-ministerie-van-ocw,http://standaarden.overheid.nl/owms/terms/Dienst_Uitvoering_Onderwijs
2,2,709ac423-ed16-4f66-90e3-7c4b52e2e200,04-vo-leerlingen-per-bestuur-en-denominatie-vavo-apart--ministerie-van-ocw,"http://standaarden.overheid.nl/owms/terms/Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap"
1,1,97f829cc-a63a-4d40-9fd3-fe596411156e,05-bve-deelnemers-per-woonprovincie-sector-bedrijfstak-type-mbo-niveau-leeftijd--ministerie-van,"http://standaarden.overheid.nl/owms/terms/Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap"
1,1,7eba7595-f3f0-4792-b35d-a53442993d58,05-ho-aantal-eerstejaars-ingeschrevenen-hbo-binnen-domein-soort-ho--ministerie-van-ocw,"http://standaarden.overheid.nl/owms/terms/Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap"
2,2,405ea196-f730-4078-927d-a4e0005ce871,05-po-bevoegde-gezagen-basisonderwijs-ministerie-van-ocw,http://standaarden.overheid.nl/owms/terms/Dienst_Uitvoering_Onderwijs
2,2,cb0a0c17-51f8-4323-bdbc-08bb2a0db10f,05-po-leerlingen-speciaal-basisonderwijs-naar-geboortejaar--ministerie-van-ocw,http://standaarden.overheid.nl/owms/terms/Dienst_Uitvoering_Onderwijs
1,1,6fb7f4e6-d092-4baa-85d2-590af6f94c83,05-vo-leerlingen-per-samenwerkingsverband-en-onderwijstype--ministerie-van-ocw,"http://standaarden.overheid.nl/owms/terms/Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap"
2,2,cbb790c0-a50d-4a5d-8939-9d379a6b12c7,06-po-bevoegde-gezagen-speciaal-basisonderwijs-ministerie-van-ocw,http://standaarden.overheid.nl/owms/terms/Dienst_Uitvoering_Onderwijs
2,2,0bb4eacb-5f17-4344-a1fc-49db87907709,06-po-leerlingen-speciaal-basis-onderwijs-naar-onderwijssoort-ministerie-van-ocw,http://standaarden.overheid.nl/owms/terms/Dienst_Uitvoering_Onderwijs
1,1,211201cf-8b66-456e-bf3a-be830a3be9b9,07-bve-deelnemers-per-woonprovincie-en-gemeente-type-mbo-niveau-leeftijd--ministerie-van-ocw,"http://standaarden.overheid.nl/owms/terms/Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap"
2,2,ff4c2cfa-df8c-496e-bc8a-015f54c73fb0,07-po-bevoegde-gezagen-basisonderwijs-en-speciaal-basisonderwijs-ministerie-van-ocw,http://standaarden.overheid.nl/owms/terms/Dienst_Uitvoering_Onderwijs
2,2,17a6a456-305f-49a4-a596-0a84fc63a30b,07-po-leerlingen-primair-onderwijs-per-bevoegd-gezag-naar-denominatie-ministerie-van-,http://standaarden.overheid.nl/owms/terms/Dienst_Uitvoering_Onderwijs
2,2,ce20db8f-0a35-4329-aedf-256385896620,07-vo-geslaagden-gezakten-en-gemiddelde-examencijfers-per-instelling--ministerie-van-ocw,"http://standaarden.overheid.nl/owms/terms/Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap"
1,1,1fb70b72-750e-46bb-8c35-20c81793dfa5,08-ho-aantal-wo-diplomas--ministerie-van-ocw,"http://standaarden.overheid.nl/owms/terms/Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap"
2,2,04c0841b-c199-4423-b967-5ffa3fe3c065,08-po-leerlingen-voortgezet-speciaal-onderwijs-naar-regionaal-expertisecentrum-ministerie-van-ocw,http://standaarden.overheid.nl/owms/terms/Dienst_Uitvoering_Onderwijs
0,1,d5f4f2f0-3ab7-460f-8de9-8654895a0b8e,09-bve-deelnemers-per-kwalificatie-leerweg-en-verblijfsjaren-aan-de-instelling-opleiding--minis,"http://standaarden.overheid.nl/owms/terms/Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap"
1,1,7bca3bf8-50c9-444e-8b79-a9703e34d522,09-po-leerlingen-basisonderwijs-met-een-niet-nederlandse-achtergrond-ministerie-van-ocw,http://standaarden.overheid.nl/owms/terms/Dienst_Uitvoering_Onderwijs
1,1,89ac2a5a-de3b-4009-835d-facfff8e7cb5,10-bve-gediplomeerden-per-instelling-type-mbo-niveau-kwalificatie-sector-bedrijfstak-kenniscent,"http://standaarden.overheid.nl/owms/terms/Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap"
2,2,c5f91d84-20df-4297-b2a5-3edf28a9d688,10-inkomensgralle-hh-na-revisie2002,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,60ea0ca2-6977-4012-95b1-341917c058e2,10-inkomensgr-alle-huishoudens-2001,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,6093d77a-7891-4764-ab11-793b151d7ce6,10-inkomensgr-alle-huishoudens-2002,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,87e1a1d8-5669-4b01-aa81-1b14adfbd1a5,10-inkomensgr-alle-huishoudens-2003,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,aac7e26a-a450-4a18-bcdd-5bd04f25aa95,10-inkomensgr-alle-huishoudens-2004,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,52c6d4c2-1643-4e9e-9129-9d53ea061b7f,10-inkomensgr-alle-huishoudens-2005,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,8c12156a-397d-4552-b17b-a34b7fcab84a,10-inkomensgr-alle-huishoudens-2006,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,11e6dd1f-e368-457b-82ed-5592edacb4c0,10-inkomensgroepen-personen-2001,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,bc29f2c7-4075-4230-8935-a10dfa1f51f1,10-inkomensgroepen-personen-2002,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,41a05f6c-69af-4239-9f14-53734ff74ae4,10-inkomensgroepen-personen-2003,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,5bd460c1-3585-4d58-bec0-e860eaf20f33,10-inkomensgroepen-personen-2004,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,f12705bb-0e6f-4177-8d88-823b49b66123,10-inkomensgroepen-personen-2005,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,8c57ed14-e9ff-42ad-9d1d-2d7b4fd0bd2b,10-inkomensgroepen-personen-2006,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,d6433f3e-2aa8-4fa8-84af-cc3783f6cf0d,10-inkomensgrparthh-na-revisie2002,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,13257b8f-7aaf-430f-9a8c-6be3d46055ad,10-inkomensgr-part-huishoudens-2001,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,46a47a7c-7c72-43f2-8fc2-afc91c75048c,10-inkomensgr-part-huishoudens-2002,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,50672f3c-e568-4a06-8b4b-67cd680a86ce,10-inkomensgr-part-huishoudens-2003,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,8b46208d-a996-4937-96bf-b5eca58d5d8d,10-inkomensgr-part-huishoudens-2004,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,f53b77bf-f0ae-4766-bfe1-8936a45df127,10-inkomensgr-part-huishoudens-2005,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,43c8b0e4-112a-4ea7-ae70-54c2ab0de243,10-inkomensgr-part-huishoudens-2006,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,67a61726-6c9a-44ee-8204-70bd22db41d9,10-inkomensgrpersonenna-revisie2002,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
1,1,7a79bd4f-31ac-48fb-bcfd-fc957c818ecf,10-po-leerlingen-speciaal-onderwijs-met-een-niet-nederlandse-achtergrond-naar-geboorteland--ocw,http://standaarden.overheid.nl/owms/terms/Dienst_Uitvoering_Onderwijs
0,2,0d80f046-19ff-4206-977d-fa6959e0ccbc,1-decimeter-interval-isohypsen-freatisch-pakket,http://standaarden.overheid.nl/owms/terms/Utrecht_(provincie)
0,2,b4fdff50-6341-458d-84ae-239e20434938,1-meter-interval-isohypsen-eerste-watervoerend-pakket,http://standaarden.overheid.nl/owms/terms/Utrecht_(provincie)
0,2,d7268f44-0ecc-4120-864e-07ecec351347,250-meterzone-verzuringsgevoelige-gebieden-in-ecologische-hoofdstructuur-ehs,http://standaarden.overheid.nl/owms/terms/Utrecht_(provincie)
0,2,eaf47f57-96b5-46dd-97ff-061f80e07de3,2-kilometerzone-rondom-vastgestelde-natuurgebieden,http://standaarden.overheid.nl/owms/terms/Utrecht_(provincie)
0,0,bbc0de3e-fba3-478e-a725-04091aa0d5e9,3d-kaart-nl,http://standaarden.overheid.nl/owms/terms/Dienst_voor_het_kadaster_en_de_openbare_registers
0,0,0e1c3538-b3b3-4a51-8345-0da4c6c9a195,3d-kaart-nl-01,http://standaarden.overheid.nl/owms/terms/Dienst_voor_het_kadaster_en_de_openbare_registers
1,1,82cd4756-b22c-42e9-b832-6a25a4d489ca,3d-kaart-nl-31102a54-756b-4a9c-998a-91cdb0a62462,http://standaarden.overheid.nl/owms/terms/Dienst_voor_het_kadaster_en_de_openbare_registers
2,2,185f9783-7072-47c4-b0b3-4fd9ecbc5d43,40-aandachtswijken-2005-2013,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
1,1,e2c9d57b-bddb-44dc-9d18-108e0f90b411,7-jaars-cyclus-groot-onderhoud-waterbeheerplan,http://standaarden.overheid.nl/owms/terms/Waterschap_Aa_en_Maas
2,2,09c179b8-dbcf-49df-8458-62d803462ac9,aanbod-gebruik-per-productgr-1988-2012,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,3107fcd5-f590-4c78-8563-9d9c04627cd0,aanbod-in-nederland-2001-2011,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,f8e2e312-8fb9-4f6c-9450-ce5af400e8db,aandeel-medeleerl-vo-herk-2003-2006,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,e4c21fcc-d6ef-46cc-983a-df8e52ca5070,aandelen-beurswaarde,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,94c6125e-6f2b-4751-ac73-27d39033ef08,aandelen-cbs-indices-gemiddeld,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,edb2c380-f155-41d8-b466-5c19d7cdd96e,aandelen-cbs--indices-ultimo,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,a51623c4-4c68-46b2-9c00-ade4ce00b2c0,aandelen-kapitaalmarkt,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,997df3ba-8f0a-4af7-bfad-d6ce23383d37,aandelen-obligaties-beroep-kap-markt,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,972a9c54-e438-4cd1-804b-6edc8a1c1b79,aandelen-obligaties-omzet,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,70517c6d-81ea-4e3f-bdaa-5152cad26a4a,aandelen-obligaties-openbare-emissie,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,952c14ca-a23d-4387-a318-70486c089741,aandelen-top-10-stijgers-en-dalers,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,9d3e9ccf-015c-41fa-b008-c9e873a48ec3,aan--en-verkopen-van-goederen,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,69bf4ce8-7fd2-413a-b6c8-4cb17edef4de,aangewezen-windgebieden-nwp,http://standaarden.overheid.nl/owms/terms/Rijkswaterstaat
2,2,164b6170-231d-4d61-a546-048ae721526c,aankomsttijden-water-vanaf-de-zee,http://standaarden.overheid.nl/owms/terms/Rijkswaterstaat
2,2,acf3ae70-2ed0-447c-9352-0d7ebbe83183,aankomsttijden-water-vanuit-de-rivier,http://standaarden.overheid.nl/owms/terms/Rijkswaterstaat
1,1,dcb4f01e-1a06-41cd-8625-1fc707ba1106,aankondigingen-van-overheidsopdrachten--tenderned,http://standaarden.overheid.nl/owms/terms/pianoo
2,2,8e1fd45f-26ea-461c-82dd-59a6a4d0e8c5,aanloopgebieden-nautisch-beheerder,http://standaarden.overheid.nl/owms/terms/Rijkswaterstaat
2,2,1e68c0a7-99d3-4f30-8da3-0bda8acfcf44,aantal-duurzame-recreatiegoederen,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,64919a29-2cae-48ce-9e5d-cd66110b37ef,aantal-tegelijk-geadopteerde-kinderen,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,b3e05659-c2af-4d1a-9acf-0d59d50c604f,aan-verkopen-cofog-functie-2003-2008,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,b1125276-69e4-4c87-b38d-b85fd12b3e8a,aanvoer-afval-recycling-1996-2002,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,1ca03ec0-443c-4498-9bfa-872210f0bcb0,aanvoer-afval-recycling-2004-2006-,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,fd2f5b01-b52f-45f1-b27a-40c8129d2d48,aanvoer-afval-recycling-2008,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,de488787-2195-434d-88a4-323a88261577,aanvoer-afval-recycling-sbi-2008,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,10ddf59d-8932-45f6-a2ec-7b3b3e9dd986,aanvoer-vis-nederlandse-havens1994-2004,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
0,2,0ba31b53-39d4-469e-b746-68236ffae4c9,aanwezige-personen-per-dag-nacht-en-etmaal-100-x-100-meter-vlakken,http://standaarden.overheid.nl/owms/terms/Utrecht_(provincie)
1,1,d10cc10b-426c-46fb-9e5f-2fef3a7e8de4,aanwezigheid-algemeen-fysisch-chemische-parameters-waterbeheerplan,http://standaarden.overheid.nl/owms/terms/Waterschap_Aa_en_Maas
1,1,9d73ebf0-63b4-4521-bb7c-c8096bf85f14,aanwezigheid-overig-relevante-verontreinigde-stoffen-waterbeheerplan,http://standaarden.overheid.nl/owms/terms/Waterschap_Aa_en_Maas
1,1,726bc379-0ad1-46bc-bee9-f9bdadab02c4,aanwezigheid-prioritaire-stoffen-waterbeheerplan,http://standaarden.overheid.nl/owms/terms/Waterschap_Aa_en_Maas
2,2,010833ea-8fa1-4964-98b9-829c9703eb1c,aardgas-aanbod-en-verbruik,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,790e58e7-773a-4ca6-b108-a1fb23e079d0,aardgas--en-aardoliereserves,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,c9d06b49-69ed-46d1-8ca4-64cceec31559,aardgas--en-elektraverbruik-1993---1999,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,98dbd5c5-85f2-4950-b99e-15dbe05ac924,aardgas--en-elektriciteitsprijzen,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
0,2,22d74558-5383-47e6-b631-fa6aa1a84630,aardgasvulpunten-zuid-holland,http://standaarden.overheid.nl/owms/terms/Zuid-Holland
2,2,ffbdb1ce-c52b-47c4-8fdf-cb884b6ab544,aardkunde-dobben,http://standaarden.overheid.nl/owms/terms/Fryslan
2,2,a3e105b7-a05d-4221-ad4f-3f79b60b3fae,aardkunde-esdekken,http://standaarden.overheid.nl/owms/terms/Fryslan
2,2,afe3320c-3c1b-46c6-8b2c-fd78a8545c17,aardkunde-periodes,http://standaarden.overheid.nl/owms/terms/Fryslan
2,2,f49e0a7d-12c6-4365-9256-43f3c50b1a4f,aardkunde-pleistoceen-3m-nap,http://standaarden.overheid.nl/owms/terms/Fryslan
2,2,5a238e85-887f-4f20-8c1f-0fa32dd38de0,aardkunde-terpen,http://standaarden.overheid.nl/owms/terms/Fryslan
2,2,56a489d7-4a5b-48c0-a1ec-4045cab449a2,aardkunde-veen-2m-maaiveld,http://standaarden.overheid.nl/owms/terms/Fryslan
2,2,f7b34888-0f4b-4072-917a-62290d221217,aardkundige-monumenten,http://standaarden.overheid.nl/owms/terms/Noord-Brabant
0,2,71773e1c-c53e-4d49-b473-7d6d3cab21e8,aardkundige-waarden,http://standaarden.overheid.nl/owms/terms/Zuid-Holland
2,2,1f5cf301-f921-429f-a295-5d84d48b78c9,aardkundige-waarden-01,http://standaarden.overheid.nl/owms/terms/Groningen_(provincie)
1,2,eabf07d3-f5a3-4c40-822f-3a65403a2318,aardkundige-waarden-01-02,http://standaarden.overheid.nl/owms/terms/Interprovinciaal_Overleg
0,2,56995be7-4d93-4b89-b616-30975a4c5694,aardkundige-waarden-01-02-03,http://standaarden.overheid.nl/owms/terms/Utrecht_(provincie)
2,2,0ebfba0e-0c60-43c0-a308-b5cbfc28915e,aardkundige-waarden-geharmoniseerd-t-b-v-inspire,http://standaarden.overheid.nl/owms/terms/Noord-Brabant
0,3,f79f65e2-3c33-4337-9ca3-3b20413c5330,aardkundige-waarden-in-flevoland,http://standaarden.overheid.nl/owms/terms/Flevoland
2,2,5c92ba8c-852b-48c5-9279-ddcabaffd84a,aardkundige-waarden-pol,http://standaarden.overheid.nl/owms/terms/Limburg
0,1,17cb78f5-ec9d-426b-869b-80699b9af2b5,aardkundige-waarden-wfs-voor-inspire,http://standaarden.overheid.nl/owms/terms/Zuid-Holland
0,2,d601ad1f-51b9-4a00-855a-681b4f8f9a00,aardkundig-waardevolle-gebieden,http://standaarden.overheid.nl/owms/terms/Groningen_(provincie)
2,2,37246408-c960-4f76-bdf9-520eb96c5770,aardkundig-waardevolle-gebieden-01,http://standaarden.overheid.nl/owms/terms/Fryslan
2,2,5750017d-264a-4a38-98d6-a9471a7c558b,aardoliegrondstoffen-aanbod-en-verbruik,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,4f8991bd-4269-46b0-9563-5d379414a4cf,aardoliegrondstoffen-balans-1944-2009,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,4e3146d4-3abb-4a8d-b1bd-83eb1e67525a,aardolie-industrie-verkopen-1990---2002,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,34ecb4b6-5767-4d40-835a-e55477b43ea3,aardolieproducten-aanbod-en-verbruik,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,3ffe20b5-3986-4508-a147-db214e39c64e,aardolieproducten-balans-1946---2009,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,3e621543-4df6-46f7-bc2d-fd066f756bdf,aardolieproducten-landen-aanafvoer,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,f71f20ad-b16e-4844-9d07-4d9d32fa129f,aardolieproducten-leveringen-1946-2009,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,228a956b-b49a-4251-aa74-61773c56296a,accommodaties-slaapplaatsen-77---12,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,3634207b-6830-4f42-9b41-3849b076083c,accommodationcapacity-guests-77-10,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,41608cf4-035a-4ebb-8153-ae705f977168,accommodation-food-turnover-2010--10,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,bc1311ce-1d55-406a-a321-ffcff2f3d213,accommodation-sleeping-places-00-11,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,7807ee8f-a3db-4a11-9e72-ec038580a7c4,accommodation-turnover-2005---2013,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,9e2a6f87-2e87-42ab-a30f-ed8bc93ea96d,accountancy-bedrijfsresultaten,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,6878e9e0-3359-4421-8430-42899d8059dc,accountancy-jaar-op-jaar-index-2006100,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
2,2,debf0b70-db91-4e1c-990a-b2a80a514fa2,accountancy-jaarprijsindex-2002---2004,http://standaarden.overheid.nl/owms/terms/Centraal_Bureau_voor_de_Statistiek
